Entry Point,Month,Value,Year,Category,Region,Conservation Area,Visitors,Metric,English_Year,Group,Count,Type,Hotel_Type,Hotel_Count,Bed_Count,Types of Course,Details,Third Country,Indian,% Change,Gender,Age_Group,Total,Nationality,Percent
,,690,2001,,Kanchanjunga,,,,,,,,,,,,,,,,,,,,
,,-,2001,,T.Valley,,,,,,,,,,,,,,,,,,,,
,,-,2001,,Narphu,,,,,,,,,,,,,,,,,,,,
,,-,2001,,Others,,,,,,,,,,,,,,,,,,,,
,,536,2002,,Mustang,,,,,,,,,,,,,,,,,,,,
,,0,2002,,Lower Dolpa,,,,,,,,,,,,,,,,,,,,
,,119,2002,,Upper Dolpa,,,,,,,,,,,,,,,,,,,,
,,339,2002,,Humla,,,,,,,,,,,,,,,,,,,,
,,428,2002,,Manaslu,,,,,,,,,,,,,,,,,,,,
,,478,2002,,Kanchanjunga,,,,,,,,,,,,,,,,,,,,
,,-,2002,,T.Valley,,,,,,,,,,,,,,,,,,,,
,,-,2002,,Narphu,,,,,,,,,,,,,,,,,,,,
,,79,2002,,Others,,,,,,,,,,,,,,,,,,,,
,,572,2003,,Mustang,,,,,,,,,,,,,,,,,,,,
,,0,2003,,Lower Dolpa,,,,,,,,,,,,,,,,,,,,
,,369,2003,,Upper Dolpa,,,,,,,,,,,,,,,,,,,,
,,223,2003,,Humla,,,,,,,,,,,,,,,,,,,,
,,645,2003,,Manaslu,,,,,,,,,,,,,,,,,,,,
,,402,2003,,Kanchanjunga,,,,,,,,,,,,,,,,,,,,
,,-,2003,,T.Valley,,,,,,,,,,,,,,,,,,,,
,,-,2003,,Narphu,,,,,,,,,,,,,,,,,,,,
,,154,2003,,Others,,,,,,,,,,,,,,,,,,,,
,,825,2004,,Mustang,,,,,,,,,,,,,,,,,,,,
,,329,2004,,Lower Dolpa,,,,,,,,,,,,,,,,,,,,
,,77,2004,,Upper Dolpa,,,,,,,,,,,,,,,,,,,,
,,577,2004,,Humla,,,,,,,,,,,,,,,,,,,,
,,682,2004,,Manaslu,,,,,,,,,,,,,,,,,,,,
,,458,2004,,Kanchanjunga,,,,,,,,,,,,,,,,,,,,
,,-,2004,,T.Valley,,,,,,,,,,,,,,,,,,,,
,,-,2004,,Narphu,,,,,,,,,,,,,,,,,,,,
,,275,2004,,Others,,,,,,,,,,,,,,,,,,,,
,,661,2005,,Mustang,,,,,,,,,,,,,,,,,,,,
,,200,2005,,Lower Dolpa,,,,,,,,,,,,,,,,,,,,
,,81,2005,,Upper Dolpa,,,,,,,,,,,,,,,,,,,,
,,782,2005,,Humla,,,,,,,,,,,,,,,,,,,,
,,544,2005,,Manaslu,,,,,,,,,,,,,,,,,,,,
,,167,2005,,Kanchanjunga,,,,,,,,,,,,,,,,,,,,
,,-,2005,,T.Valley,,,,,,,,,,,,,,,,,,,,
,,-,2005,,Narphu,,,,,,,,,,,,,,,,,,,,
,,279,2005,,Others,,,,,,,,,,,,,,,,,,,,
,,248,2006,,Mustang,,,,,,,,,,,,,,,,,,,,
,,225,2006,,Lower Dolpa,,,,,,,,,,,,,,,,,,,,
,,92,2006,,Upper Dolpa,,,,,,,,,,,,,,,,,,,,
,,"1,256",2006,,Humla,,,,,,,,,,,,,,,,,,,,
,,561,2006,,Manaslu,,,,,,,,,,,,,,,,,,,,
,,335,2006,,Kanchanjunga,,,,,,,,,,,,,,,,,,,,
,,-,2006,,T.Valley,,,,,,,,,,,,,,,,,,,,
,,-,2006,,Narphu,,,,,,,,,,,,,,,,,,,,
,,395,2006,,Others,,,,,,,,,,,,,,,,,,,,
,,"1,282",2007,,Mustang,,,,,,,,,,,,,,,,,,,,
,,419,2007,,Lower Dolpa,,,,,,,,,,,,,,,,,,,,
,,198,2007,,Upper Dolpa,,,,,,,,,,,,,,,,,,,,
,,"1,542",2007,,Humla,,,,,,,,,,,,,,,,,,,,
,,895,2007,,Manaslu,,,,,,,,,,,,,,,,,,,,
,,404,2007,,Kanchanjunga,,,,,,,,,,,,,,,,,,,,
,,-,2007,,T.Valley,,,,,,,,,,,,,,,,,,,,
,,-,2007,,Narphu,,,,,,,,,,,,,,,,,,,,
,,587,2007,,Others,,,,,,,,,,,,,,,,,,,,
,,838,2008,,Mustang,,,,,,,,,,,,,,,,,,,,
,,709,2008,,Lower Dolpa,,,,,,,,,,,,,,,,,,,,
,,383,2008,,Upper Dolpa,,,,,,,,,,,,,,,,,,,,
,,"1,065",2008,,Humla,,,,,,,,,,,,,,,,,,,,
,,"1,443",2008,,Manaslu,,,,,,,,,,,,,,,,,,,,
,,"1,490",2008,,Kanchanjunga,,,,,,,,,,,,,,,,,,,,
,,-,2008,,T.Valley,,,,,,,,,,,,,,,,,,,,
,,-,2008,,Narphu,,,,,,,,,,,,,,,,,,,,
,,520,2008,,Others,,,,,,,,,,,,,,,,,,,,
,,"1,659",2009,,Mustang,,,,,,,,,,,,,,,,,,,,
,,739,2009,,Lower Dolpa,,,,,,,,,,,,,,,,,,,,
,,313,2009,,Upper Dolpa,,,,,,,,,,,,,,,,,,,,
,,"1,177",2009,,Humla,,,,,,,,,,,,,,,,,,,,
,,"1,635",2009,,Manaslu,,,,,,,,,,,,,,,,,,,,
,,508,2009,,Kanchanjunga,,,,,,,,,,,,,,,,,,,,
,,-,2009,,T.Valley,,,,,,,,,,,,,,,,,,,,
,,-,2009,,Narphu,,,,,,,,,,,,,,,,,,,,
,,948,2009,,Others,,,,,,,,,,,,,,,,,,,,
,,"2,162",2010,,Mustang,,,,,,,,,,,,,,,,,,,,
,,785,2010,,Lower Dolpa,,,,,,,,,,,,,,,,,,,,
,,358,2010,,Upper Dolpa,,,,,,,,,,,,,,,,,,,,
,,"1,633",2010,,Humla,,,,,,,,,,,,,,,,,,,,
,,"2,162",2010,,Manaslu,,,,,,,,,,,,,,,,,,,,
,,488,2010,,Kanchanjunga,,,,,,,,,,,,,,,,,,,,
,,-,2010,,T.Valley,,,,,,,,,,,,,,,,,,,,
,,-,2010,,Narphu,,,,,,,,,,,,,,,,,,,,
,,"1,427",2010,,Others,,,,,,,,,,,,,,,,,,,,
,,"2,950",2011,,Mustang,,,,,,,,,,,,,,,,,,,,
,,808,2011,,Lower Dolpa,,,,,,,,,,,,,,,,,,,,
,,397,2011,,Upper Dolpa,,,,,,,,,,,,,,,,,,,,
,,"1,758",2011,,Humla,,,,,,,,,,,,,,,,,,,,
,,"2,813",2011,,Manaslu,,,,,,,,,,,,,,,,,,,,
,,591,2011,,Kanchanjunga,,,,,,,,,,,,,,,,,,,,
,,-,2011,,T.Valley,,,,,,,,,,,,,,,,,,,,
,,-,2011,,Narphu,,,,,,,,,,,,,,,,,,,,
,,"1,398",2011,,Others,,,,,,,,,,,,,,,,,,,,
,,"2,965",2012,,Mustang,,,,,,,,,,,,,,,,,,,,
,,982,2012,,Lower Dolpa,,,,,,,,,,,,,,,,,,,,
,,536,2012,,Upper Dolpa,,,,,,,,,,,,,,,,,,,,
,,"1,508",2012,,Humla,,,,,,,,,,,,,,,,,,,,
,,"3,319",2012,,Manaslu,,,,,,,,,,,,,,,,,,,,
,,635,2012,,Kanchanjunga,,,,,,,,,,,,,,,,,,,,
,,780,2012,,T.Valley,,,,,,,,,,,,,,,,,,,,
,,515,2012,,Narphu,,,,,,,,,,,,,,,,,,,,
,,392,2012,,Others,,,,,,,,,,,,,,,,,,,,
,,"2,862",2013,,Mustang,,,,,,,,,,,,,,,,,,,,
,,585,2013,,Lower Dolpa,,,,,,,,,,,,,,,,,,,,
,,338,2013,,Upper Dolpa,,,,,,,,,,,,,,,,,,,,
,,"1,603",2013,,Humla,,,,,,,,,,,,,,,,,,,,
,,"4,439",2013,,Manaslu,,,,,,,,,,,,,,,,,,,,
,,837,2013,,Kanchanjunga,,,,,,,,,,,,,,,,,,,,
,,"1,179",2013,,T.Valley,,,,,,,,,,,,,,,,,,,,
,,862,2013,,Narphu,,,,,,,,,,,,,,,,,,,,
,,232,2013,,Others,,,,,,,,,,,,,,,,,,,,
,,"3,883",2014,,Mustang,,,,,,,,,,,,,,,,,,,,
,,"1,117",2014,,Lower Dolpa,,,,,,,,,,,,,,,,,,,,
,,469,2014,,Upper Dolpa,,,,,,,,,,,,,,,,,,,,
,,492,2014,,Humla,,,,,,,,,,,,,,,,,,,,
,,"3,764",2014,,Manaslu,,,,,,,,,,,,,,,,,,,,
,,777,2014,,Kanchanjunga,,,,,,,,,,,,,,,,,,,,
,,"1,454",2014,,T.Valley,,,,,,,,,,,,,,,,,,,,
,,776,2014,,Narphu,,,,,,,,,,,,,,,,,,,,
,,"2,333",2014,,Others,,,,,,,,,,,,,,,,,,,,
,,"2,673",2015,,Mustang,,,,,,,,,,,,,,,,,,,,
,,788,2015,,Lower Dolpa,,,,,,,,,,,,,,,,,,,,
,,328,2015,,Upper Dolpa,,,,,,,,,,,,,,,,,,,,
,,"1,346",2015,,Humla,,,,,,,,,,,,,,,,,,,,
,,"2,134",2015,,Manaslu,,,,,,,,,,,,,,,,,,,,
,,731,2015,,Kanchanjunga,,,,,,,,,,,,,,,,,,,,
,,636,2015,,T.Valley,,,,,,,,,,,,,,,,,,,,
,,770,2015,,Narphu,,,,,,,,,,,,,,,,,,,,
,,273,2015,,Others,,,,,,,,,,,,,,,,,,,,
,,"3,984",2016,,Mustang,,,,,,,,,,,,,,,,,,,,
,,"1,023",2016,,Lower Dolpa,,,,,,,,,,,,,,,,,,,,
,,531,2016,,Upper Dolpa,,,,,,,,,,,,,,,,,,,,
,,"10,105",2016,,Humla,,,,,,,,,,,,,,,,,,,,
,,"4,650",2016,,Manaslu,,,,,,,,,,,,,,,,,,,,
,,502,2016,,Kanchanjunga,,,,,,,,,,,,,,,,,,,,
,,"1,219",2016,,T.Valley,,,,,,,,,,,,,,,,,,,,
,,903,2016,,Narphu,,,,,,,,,,,,,,,,,,,,
,,356,2016,,Others,,,,,,,,,,,,,,,,,,,,
,,"4,240",2017,,Mustang,,,,,,,,,,,,,,,,,,,,
,,924,2017,,Lower Dolpa,,,,,,,,,,,,,,,,,,,,
,,425,2017,,Upper Dolpa,,,,,,,,,,,,,,,,,,,,
,,"13,398",2017,,Humla,,,,,,,,,,,,,,,,,,,,
,,"6,632",2017,,Manaslu,,,,,,,,,,,,,,,,,,,,
,,479,2017,,Kanchanjunga,,,,,,,,,,,,,,,,,,,,
,,"1,681",2017,,T.Valley,,,,,,,,,,,,,,,,,,,,
,,"1,115",2017,,Narphu,,,,,,,,,,,,,,,,,,,,
,,"1,099",2017,,Others,,,,,,,,,,,,,,,,,,,,
,,"4,116",2018,,Mustang,,,,,,,,,,,,,,,,,,,,
,,"1,222",2018,,Lower Dolpa,,,,,,,,,,,,,,,,,,,,
,,525,2018,,Upper Dolpa,,,,,,,,,,,,,,,,,,,,
,,"10,814",2018,,Humla,,,,,,,,,,,,,,,,,,,,
,,"7,371",2018,,Manaslu,,,,,,,,,,,,,,,,,,,,
,,970,2018,,Kanchanjunga,,,,,,,,,,,,,,,,,,,,
,,"2,030",2018,,T.Valley,,,,,,,,,,,,,,,,,,,,
,,"1,291",2018,,Narphu,,,,,,,,,,,,,,,,,,,,
,,537,2018,,Others,,,,,,,,,,,,,,,,,,,,
,,"3,739",2019,,Mustang,,,,,,,,,,,,,,,,,,,,
,,"1,263",2019,,Lower Dolpa,,,,,,,,,,,,,,,,,,,,
,,"1,530",2019,,Upper Dolpa,,,,,,,,,,,,,,,,,,,,
,,"8,670",2019,,Humla,,,,,,,,,,,,,,,,,,,,
,,"6,070",2019,,Manaslu,,,,,,,,,,,,,,,,,,,,
,,911,2019,,Kanchanjunga,,,,,,,,,,,,,,,,,,,,
,,"1,393",2019,,T.Valley,,,,,,,,,,,,,,,,,,,,
,,"1,066",2019,,Narphu,,,,,,,,,,,,,,,,,,,,
,,437,2019,,Others,,,,,,,,,,,,,,,,,,,,
,,62,2020,,Mustang,,,,,,,,,,,,,,,,,,,,
,,12,2020,,Lower Dolpa,,,,,,,,,,,,,,,,,,,,
,,1,2020,,Upper Dolpa,,,,,,,,,,,,,,,,,,,,
,,22,2020,,Humla,,,,,,,,,,,,,,,,,,,,
,,360,2020,,Manaslu,,,,,,,,,,,,,,,,,,,,
,,55,2020,,Kanchanjunga,,,,,,,,,,,,,,,,,,,,
,,138,2020,,T.Valley,,,,,,,,,,,,,,,,,,,,
,,17,2020,,Narphu,,,,,,,,,,,,,,,,,,,,
,,25,2020,,Others,,,,,,,,,,,,,,,,,,,,
,,362,2021,,Mustang,,,,,,,,,,,,,,,,,,,,
,,168,2021,,Lower Dolpa,,,,,,,,,,,,,,,,,,,,
,,75,2021,,Upper Dolpa,,,,,,,,,,,,,,,,,,,,
,,148,2021,,Humla,,,,,,,,,,,,,,,,,,,,
,,908,2021,,Manaslu,,,,,,,,,,,,,,,,,,,,
,,137,2021,,Kanchanjunga,,,,,,,,,,,,,,,,,,,,
,,152,2021,,T.Valley,,,,,,,,,,,,,,,,,,,,
,,259,2021,,Narphu,,,,,,,,,,,,,,,,,,,,
,,117,2021,,Others,,,,,,,,,,,,,,,,,,,,
,,"3,387",2022,,Mustang,,,,,,,,,,,,,,,,,,,,
,,786,2022,,Lower Dolpa,,,,,,,,,,,,,,,,,,,,
,,492,2022,,Upper Dolpa,,,,,,,,,,,,,,,,,,,,
,,"1,442",2022,,Humla,,,,,,,,,,,,,,,,,,,,
,,"5,890",2022,,Manaslu,,,,,,,,,,,,,,,,,,,,
,,858,2022,,Kanchanjunga,,,,,,,,,,,,,,,,,,,,
,,"1,279",2022,,T.Valley,,,,,,,,,,,,,,,,,,,,
,,"1,194",2022,,Narphu,,,,,,,,,,,,,,,,,,,,
,,453,2022,,Others,,,,,,,,,,,,,,,,,,,,
,,"1,198",2023,,Mustang,,,,,,,,,,,,,,,,,,,,
,,365,2023,,Lower Dolpa,,,,,,,,,,,,,,,,,,,,
,,145,2023,,Upper Dolpa,,,,,,,,,,,,,,,,,,,,
,,178,2023,,Humla,,,,,,,,,,,,,,,,,,,,
,,"3,094",2023,,Manaslu,,,,,,,,,,,,,,,,,,,,
,,405,2023,,Kanchanjunga,,,,,,,,,,,,,,,,,,,,
,,753,2023,,T.Valley,,,,,,,,,,,,,,,,,,,,
,,512,2023,,Narphu,,,,,,,,,,,,,,,,,,,,
,,204,2023,,Others,,,,,,,,,,,,,,,,,,,,
,,"5,614",2024,,Mustang,,,,,,,,,,,,,,,,,,,,
,,"1,348",2024,,Lower Dolpa,,,,,,,,,,,,,,,,,,,,
,,657,2024,,Upper Dolpa,,,,,,,,,,,,,,,,,,,,
,,"1,045",2024,,Humla,,,,,,,,,,,,,,,,,,,,
,,"12,810",2024,,Manaslu,,,,,,,,,,,,,,,,,,,,
,,"1,902",2024,,Kanchanjunga,,,,,,,,,,,,,,,,,,,,
,,"2,567",2024,,T.Valley,,,,,,,,,,,,,,,,,,,,
,,"1,925",2024,,Narphu,,,,,,,,,,,,,,,,,,,,
,,"1,026",2024,,Others,,,,,,,,,,,,,,,,,,,,
,,,2010,,,Annapurna Conservation Area,78926,,,,,,,,,,,,,,,,,,
,,,2011,,,Annapurna Conservation Area,-,,,,,,,,,,,,,,,,,,
,,,2012,,,Annapurna Conservation Area,-,,,,,,,,,,,,,,,,,,
,,,2013,,,Annapurna Conservation Area,-,,,,,,,,,,,,,,,,,,
,,,2014,,,Annapurna Conservation Area,-,,,,,,,,,,,,,,,,,,
,,,2015,,,Annapurna Conservation Area,-,,,,,,,,,,,,,,,,,,
,,,2016,,,Annapurna Conservation Area,83419,,,,,,,,,,,,,,,,,,
,,,2017,,,Annapurna Conservation Area,144409,,,,,,,,,,,,,,,,,,
,,,2018,,,Annapurna Conservation Area,172720,,,,,,,,,,,,,,,,,,
,,,2019,,,Annapurna Conservation Area,181746,,,,,,,,,,,,,,,,,,
,,,2020,,,Annapurna Conservation Area,103782,,,,,,,,,,,,,,,,,,
,,,2021,,,Annapurna Conservation Area,4921,,,,,,,,,,,,,,,,,,
,,,2022,,,Annapurna Conservation Area,5452,,,,,,,,,,,,,,,,,,
,,,2023,,,Annapurna Conservation Area,107880,,,,,,,,,,,,,,,,,,
,,,2024,,,Annapurna Conservation Area,240141,,,,,,,,,,,,,,,,,,
,,,2016,,,Apinappa Conservation Area,29,,,,,,,,,,,,,,,,,,
,,,2017,,,Apinappa Conservation Area,19,,,,,,,,,,,,,,,,,,
,,,2018,,,Apinappa Conservation Area,36,,,,,,,,,,,,,,,,,,
,,,2019,,,Apinappa Conservation Area,38,,,,,,,,,,,,,,,,,,
,,,2020,,,Apinappa Conservation Area,7,,,,,,,,,,,,,,,,,,
,,,2021,,,Apinappa Conservation Area,3,,,,,,,,,,,,,,,,,,
,,,2022,,,Apinappa Conservation Area,16,,,,,,,,,,,,,,,,,,
,,,2023,,,Apinappa Conservation Area,18,,,,,,,,,,,,,,,,,,
,,,2024,,,Apinappa Conservation Area,23,,,,,,,,,,,,,,,,,,
,,,2016,,,Banke National Park,0,,,,,,,,,,,,,,,,,,
,,,2017,,,Banke National Park,4,,,,,,,,,,,,,,,,,,
,,,2018,,,Banke National Park,1,,,,,,,,,,,,,,,,,,
,,,2019,,,Banke National Park,12,,,,,,,,,,,,,,,,,,
,,,2020,,,Banke National Park,8,,,,,,,,,,,,,,,,,,
,,,2021,,,Banke National Park,6,,,,,,,,,,,,,,,,,,
,,,2022,,,Banke National Park,5,,,,,,,,,,,,,,,,,,
,,,2023,,,Banke National Park,14,,,,,,,,,,,,,,,,,,
,,,2024,,,Banke National Park,38,,,,,,,,,,,,,,,,,,
,,,2010,,,Bardiya National Park,3727,,,,,,,,,,,,,,,,,,
,,,2011,,,Bardiya National Park,4765,,,,,,,,,,,,,,,,,,
,,,2012,,,Bardiya National Park,5760,,,,,,,,,,,,,,,,,,
,,,2013,,,Bardiya National Park,12974,,,,,,,,,,,,,,,,,,
,,,2014,,,Bardiya National Park,14197,,,,,,,,,,,,,,,,,,
,,,2015,,,Bardiya National Park,,,,,,,,,,,,,,,,,,,
,,,2016,,,Bardiya National Park,10638,,,,,,,,,,,,,,,,,,
,,,2017,,,Bardiya National Park,17959,,,,,,,,,,,,,,,,,,
,,,2018,,,Bardiya National Park,6773,,,,,,,,,,,,,,,,,,
,,,2019,,,Bardiya National Park,8260,,,,,,,,,,,,,,,,,,
,,,2020,,,Bardiya National Park,5506,,,,,,,,,,,,,,,,,,
,,,2021,,,Bardiya National Park,269,,,,,,,,,,,,,,,,,,
,,,2022,,,Bardiya National Park,3395,,,,,,,,,,,,,,,,,,
,,,2023,,,Bardiya National Park,7904,,,,,,,,,,,,,,,,,,
,,,2024,,,Bardiya National Park,8574,,,,,,,,,,,,,,,,,,
,,,2010,,,Chitwan National Park,84518,,,,,,,,,,,,,,,,,,
,,,2011,,,Chitwan National Park,122332,,,,,,,,,,,,,,,,,,
,,,2012,,,Chitwan National Park,126484,,,,,,,,,,,,,,,,,,
,,,2013,,,Chitwan National Park,153776,,,,,,,,,,,,,,,,,,
,,,2014,,,Chitwan National Park,173425,,,,,,,,,,,,,,,,,,
,,,2015,,,Chitwan National Park,178257,,,,,,,,,,,,,,,,,,
,,,2016,,,Chitwan National Park,87391,,,,,,,,,,,,,,,,,,
,,,2017,,,Chitwan National Park,139125,,,,,,,,,,,,,,,,,,
,,,2018,,,Chitwan National Park,118621,,,,,,,,,,,,,,,,,,
,,,2019,,,Chitwan National Park,142486,,,,,,,,,,,,,,,,,,
,,,2020,,,Chitwan National Park,92994,,,,,,,,,,,,,,,,,,
,,,2021,,,Chitwan National Park,2819,,,,,,,,,,,,,,,,,,
,,,2022,,,Chitwan National Park,34787,,,,,,,,,,,,,,,,,,
,,,2023,,,Chitwan National Park,101759,,,,,,,,,,,,,,,,,,
,,,2024,,,Chitwan National Park,126905,,,,,,,,,,,,,,,,,,
,,,2010,,,Dhorpatan Hunting Reserve,26,,,,,,,,,,,,,,,,,,
,,,2011,,,Dhorpatan Hunting Reserve,28,,,,,,,,,,,,,,,,,,
,,,2012,,,Dhorpatan Hunting Reserve,47,,,,,,,,,,,,,,,,,,
,,,2013,,,Dhorpatan Hunting Reserve,88,,,,,,,,,,,,,,,,,,
,,,2014,,,Dhorpatan Hunting Reserve,89,,,,,,,,,,,,,,,,,,
,,,2015,,,Dhorpatan Hunting Reserve,-,,,,,,,,,,,,,,,,,,
,,,2016,,,Dhorpatan Hunting Reserve,91,,,,,,,,,,,,,,,,,,
,,,2017,,,Dhorpatan Hunting Reserve,163,,,,,,,,,,,,,,,,,,
,,,2018,,,Dhorpatan Hunting Reserve,119,,,,,,,,,,,,,,,,,,
,,,2019,,,Dhorpatan Hunting Reserve,424,,,,,,,,,,,,,,,,,,
,,,2020,,,Dhorpatan Hunting Reserve,75,,,,,,,,,,,,,,,,,,
,,,2021,,,Dhorpatan Hunting Reserve,20,,,,,,,,,,,,,,,,,,
,,,2022,,,Dhorpatan Hunting Reserve,64,,,,,,,,,,,,,,,,,,
,,,2023,,,Dhorpatan Hunting Reserve,94,,,,,,,,,,,,,,,,,,
,,,2024,,,Dhorpatan Hunting Reserve,119,,,,,,,,,,,,,,,,,,
,,,2010,,,Gaurishankar Conservation Area,983,,,,,,,,,,,,,,,,,,
,,,2011,,,Gaurishankar Conservation Area,-,,,,,,,,,,,,,,,,,,
,,,2012,,,Gaurishankar Conservation Area,-,,,,,,,,,,,,,,,,,,
,,,2013,,,Gaurishankar Conservation Area,-,,,,,,,,,,,,,,,,,,
,,,2014,,,Gaurishankar Conservation Area,-,,,,,,,,,,,,,,,,,,
,,,2015,,,Gaurishankar Conservation Area,-,,,,,,,,,,,,,,,,,,
,,,2016,,,Gaurishankar Conservation Area,1840,,,,,,,,,,,,,,,,,,
,,,2017,,,Gaurishankar Conservation Area,2770,,,,,,,,,,,,,,,,,,
,,,2018,,,Gaurishankar Conservation Area,2668,,,,,,,,,,,,,,,,,,
,,,2019,,,Gaurishankar Conservation Area,2528,,,,,,,,,,,,,,,,,,
,,,2020,,,Gaurishankar Conservation Area,1523,,,,,,,,,,,,,,,,,,
,,,2021,,,Gaurishankar Conservation Area,30,,,,,,,,,,,,,,,,,,
,,,2022,,,Gaurishankar Conservation Area,12,,,,,,,,,,,,,,,,,,
,,,2023,,,Gaurishankar Conservation Area,684,,,,,,,,,,,,,,,,,,
,,,2024,,,Gaurishankar Conservation Area,1625,,,,,,,,,,,,,,,,,,
,,,2016,,,Kanchanjunga Conservation Area,502,,,,,,,,,,,,,,,,,,
,,,2017,,,Kanchanjunga Conservation Area,479,,,,,,,,,,,,,,,,,,
,,,2018,,,Kanchanjunga Conservation Area,821,,,,,,,,,,,,,,,,,,
,,,2019,,,Kanchanjunga Conservation Area,806,,,,,,,,,,,,,,,,,,
,,,2020,,,Kanchanjunga Conservation Area,584,,,,,,,,,,,,,,,,,,
,,,2021,,,Kanchanjunga Conservation Area,42,,,,,,,,,,,,,,,,,,
,,,2022,,,Kanchanjunga Conservation Area,146,,,,,,,,,,,,,,,,,,
,,,2023,,,Kanchanjunga Conservation Area,868,,,,,,,,,,,,,,,,,,
,,,2024,,,Kanchanjunga Conservation Area,1290,,,,,,,,,,,,,,,,,,
,,,2010,,,Khaptad National Park,12,,,,,,,,,,,,,,,,,,
,,,2011,,,Khaptad National Park,22,,,,,,,,,,,,,,,,,,
,,,2012,,,Khaptad National Park,6,,,,,,,,,,,,,,,,,,
,,,2013,,,Khaptad National Park,19,,,,,,,,,,,,,,,,,,
,,,2014,,,Khaptad National Park,47,,,,,,,,,,,,,,,,,,
,,,2015,,,Khaptad National Park,-,,,,,,,,,,,,,,,,,,
,,,2016,,,Khaptad National Park,21,,,,,,,,,,,,,,,,,,
,,,2017,,,Khaptad National Park,26,,,,,,,,,,,,,,,,,,
,,,2018,,,Khaptad National Park,21,,,,,,,,,,,,,,,,,,
,,,2019,,,Khaptad National Park,67,,,,,,,,,,,,,,,,,,
,,,2020,,,Khaptad National Park,16,,,,,,,,,,,,,,,,,,
,,,2021,,,Khaptad National Park,3,,,,,,,,,,,,,,,,,,
,,,2022,,,Khaptad National Park,22,,,,,,,,,,,,,,,,,,
,,,2023,,,Khaptad National Park,80,,,,,,,,,,,,,,,,,,
,,,2024,,,Khaptad National Park,57,,,,,,,,,,,,,,,,,,
,,,2010,,,KoshiTappu Wildlife Reserve,456,,,,,,,,,,,,,,,,,,
,,,2011,,,KoshiTappu Wildlife Reserve,181,,,,,,,,,,,,,,,,,,
,,,2012,,,KoshiTappu Wildlife Reserve,441,,,,,,,,,,,,,,,,,,
,,,2013,,,KoshiTappu Wildlife Reserve,4446,,,,,,,,,,,,,,,,,,
,,,2014,,,KoshiTappu Wildlife Reserve,7349,,,,,,,,,,,,,,,,,,
,,,2015,,,KoshiTappu Wildlife Reserve,8719,,,,,,,,,,,,,,,,,,
,,,2016,,,KoshiTappu Wildlife Reserve,-,,,,,,,,,,,,,,,,,,
,,,2017,,,KoshiTappu Wildlife Reserve,-,,,,,,,,,,,,,,,,,,
,,,2018,,,KoshiTappu Wildlife Reserve,436,,,,,,,,,,,,,,,,,,
,,,2019,,,KoshiTappu Wildlife Reserve,388,,,,,,,,,,,,,,,,,,
,,,2020,,,KoshiTappu Wildlife Reserve,198,,,,,,,,,,,,,,,,,,
,,,2021,,,KoshiTappu Wildlife Reserve,17,,,,,,,,,,,,,,,,,,
,,,2022,,,KoshiTappu Wildlife Reserve,126,,,,,,,,,,,,,,,,,,
,,,2023,,,KoshiTappu Wildlife Reserve,255,,,,,,,,,,,,,,,,,,
,,,2024,,,KoshiTappu Wildlife Reserve,335,,,,,,,,,,,,,,,,,,
,,,2016,,,Krishnasar Conservation Area,-,,,,,,,,,,,,,,,,,,
,,,2017,,,Krishnasar Conservation Area,-,,,,,,,,,,,,,,,,,,
,,,2018,,,Krishnasar Conservation Area,43,,,,,,,,,,,,,,,,,,
,,,2019,,,Krishnasar Conservation Area,37,,,,,,,,,,,,,,,,,,
,,,2020,,,Krishnasar Conservation Area,34,,,,,,,,,,,,,,,,,,
,,,2021,,,Krishnasar Conservation Area,2,,,,,,,,,,,,,,,,,,
,,,2022,,,Krishnasar Conservation Area,12,,,,,,,,,,,,,,,,,,
,,,2023,,,Krishnasar Conservation Area,50,,,,,,,,,,,,,,,,,,
,,,2024,,,Krishnasar Conservation Area,68,,,,,,,,,,,,,,,,,,
,,,2010,,,Langtang National Park,10315,,,,,,,,,,,,,,,,,,
,,,2011,,,Langtang National Park,13838,,,,,,,,,,,,,,,,,,
,,,2012,,,Langtang National Park,12649,,,,,,,,,,,,,,,,,,
,,,2013,,,Langtang National Park,13370,,,,,,,,,,,,,,,,,,
,,,2014,,,Langtang National Park,12552,,,,,,,,,,,,,,,,,,
,,,2015,,,Langtang National Park,12265,,,,,,,,,,,,,,,,,,
,,,2016,,,Langtang National Park,5016,,,,,,,,,,,,,,,,,,
,,,2017,,,Langtang National Park,8254,,,,,,,,,,,,,,,,,,
,,,2018,,,Langtang National Park,10619,,,,,,,,,,,,,,,,,,
,,,2019,,,Langtang National Park,12132,,,,,,,,,,,,,,,,,,
,,,2020,,,Langtang National Park,8242,,,,,,,,,,,,,,,,,,
,,,2021,,,Langtang National Park,342,,,,,,,,,,,,,,,,,,
,,,2022,,,Langtang National Park,2498,,,,,,,,,,,,,,,,,,
,,,2023,,,Langtang National Park,7614,,,,,,,,,,,,,,,,,,
,,,2024,,,Langtang National Park,11180,,,,,,,,,,,,,,,,,,
,,,2010,,,Makalu Barun National Park,1323,,,,,,,,,,,,,,,,,,
,,,2011,,,Makalu Barun National Park,1501,,,,,,,,,,,,,,,,,,
,,,2012,,,Makalu Barun National Park,1520,,,,,,,,,,,,,,,,,,
,,,2013,,,Makalu Barun National Park,1523,,,,,,,,,,,,,,,,,,
